-0.616497 -0.06
-0.551797 -0.056
-0.493224 -0.052
-0.439973 -0.048
-0.391296 -0.044
-0.346502 -0.04
-0.304956 -0.036
-0.266079 -0.032
-0.229351 -0.028
-0.194303 -0.024
-0.160528 -0.02
-0.127673 -0.016
-0.0954405 -0.012
-0.0635908 -0.008
-0.0319403 -0.004
-0.000361682 -3.72529e-09
0.031216 0.004
0.0628071 0.008
0.0943699 0.012
0.125806 0.016
0.15696 0.02
0.187622 0.024
0.217524 0.028
0.246341 0.032
0.273694 0.036
0.299145 0.04
0.322203 0.044
0.342316 0.048
0.358879 0.052
0.37123 0.056
0.37865 0.06
