0.325202 -0.06
0.303661 -0.056
0.282101 -0.052
0.260522 -0.048
0.238924 -0.044
0.217306 -0.04
0.195669 -0.036
0.174013 -0.032
0.152338 -0.028
0.130643 -0.024
0.108929 -0.02
0.0871958 -0.016
0.0654433 -0.012
0.0436716 -0.008
0.0218806 -0.004
7.02438e-05 -3.72529e-09
-0.0217593 0.004
-0.0436082 0.008
-0.0654763 0.012
-0.0873636 0.016
-0.10927 0.02
-0.131196 0.024
-0.153141 0.028
-0.175106 0.032
-0.19709 0.036
-0.219093 0.04
-0.241115 0.044
-0.263156 0.048
-0.285217 0.052
-0.307297 0.056
-0.329396 0.06
